header,review,rating,name,location,date
Difficult to add money directly to kids…,Difficult to add money directly to kids cards (without them completing tasks),2,customer,United States,2023-09-08
It’s nice to break down costs so they can see how it adds up,I believe it would be more useful if it would give the option to take money back too,5,Tayler Lloyd,United States,2023-09-08
Really good way to give out extra money…,"Really good way to give out extra money in emergencies. Cut off cards and they even have money lessons and goals for the kids to reach. They can also use this for a first job. Set some savings goals. Over all user friendly. Highly recommend. You can send a link to family to donate directly to your child for birthdays, holidays, graduation etc.",5,L. Bray,United States,2023-09-07
Independence,Teaching my kids how to budget at a early age,5,customer,United States,2023-09-07
Our family loves Go Henry,Our family loves go Henry! So easy to use and helps keep my son on task for chores coming up. He loves having his own card to use when we go shopping!,5,Kimberly B,United States,2023-09-07
This app has really helped my daughter…,This app has really helped my daughter learn the value of money and how to earn it. I am so grateful this app exists!,5,Christine Mattia,United States,2023-09-06
luh calm app,,5,Evan Urban,United States,2023-09-05
My daughter couldn’t use her card at…,My daughter couldn’t use her card at the grocery store and it was something she really wanted. Kept saying enter acccount number. So we went to the local dollar store and it worked there. She was so hurt when her card didn’t work.,3,customer,United States,2023-09-05
It's going good so far,,5,customer,United States,2023-09-05
It's been wonderful so far,,5,customer,United States,2023-09-05
Gohenry is amazing helps me keep track…,Gohenry is amazing helps me keep track of my kids allowance,5,Vanessa Nunez,United States,2023-09-02
Love the app,The app is organized well and everything is very easy to use,5,Weston Robertson,United States,2023-09-02
Nice and simple to use,Nice and simple to use for me and my kids.They love getting their allowance via this app and the extra points for learning money management,4,Omaira Diaz,United States,2023-09-02
Sometimes the chores show up on the…,Sometimes the chores show up on the wrong day even if you’ve entered them correctly and it gets confusing.,3,SARAH,United States,2023-09-02
Very convenient and teaches children to…,Very convenient and teaches children to save.,5,Maria Nossa Feliciano,United States,2023-09-02
Wonderful tool for my children,,5,HB,United States,2023-09-01
Great card,"Great card , my 9 year old is learning how to budget",5,Jazz Ortiz,United States,2023-08-30
It keeps giving me an error message…,It keeps giving me an error message when I need to load money. I’ve tried adding my debit card and I get an error message on that as well. It’s really frustrating when I know I have the funds available to transfer.,1,customer,United States,2023-08-29
We love it … my girls where so excited…,We love it … my girls where so excited to have there first card and they love checking in to check there chores they also enjoy doin the learning videos they have learned a lot on how to use there card and how to manage money .,5,Brenda reyes,United States,2023-08-29
It’s been pretty great,It’s been pretty great. My mom got it for me and my sister so we could get an allowance easier and so she could give us money when we needed it easier. Everything has worked well so far and it helps me stay on top of my money and I even started saving.,5,Makinley Overmyer,United States,2023-08-28
Very good app,Very good app. I love it so much because my mom can give me money I can spend anywhere without the bulk ones of cash. It’s very useful having a card at a young age so I can learn the importance and how to save money better. Thank you.,5,Nebraska Boi,United States,2023-08-28
Never received debit cards,"Never received debit cards. Reordered. New cards arrived, they did not work. Have emailed twice so far with no response. Kids are upset they can’t use the money currently sitting in their account",1,Christina Brock,United States,2023-08-27
Because charge eveytime i put money on…,Because charge eveytime i put money on card and u also put 5.00 dollars i8t not even on card,1,Kelli Seader,United States,2023-08-26
